
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"33766","서울특별시 구로구 신도림동","290","0290","0000","미성","37.9100","202510","16","49,300","2","1","개인","개인","1989","신도림로11가길 36","-","중개거래","서울 구로구","26.01.02"
"33767","서울특별시 금천구 시흥동","1010","1010","0000","벽산","114.8400","202510","16","58,700","106","8","개인","개인","2000","금하로 793","-","중개거래","서울 금천구","25.12.23"
"33768","서울특별시 금천구 독산동","1144","1144","0000","독산동한양수자인","68.2070","202510","16","67,800","104","4","개인","개인","2011","시흥대로150길 6","-","중개거래","서울 금천구","26.01.26"
"33769","서울특별시 구로구 오류동","336","0336","0000","동부(101동~103동)","59.9800","202510","16","46,000","101","8","개인","개인","1998","경인로 248-14","-","중개거래","서울 구로구, 서울 마포구","26.01.09"
"33770","서울특별시 구로구 구로동","120","0120","0000","대림우성2","43.7900","202510","16","37,000","101","9","개인","개인","1987","도림천로 344","-","중개거래","서울 구로구","26.01.16"
"33771","서울특별시 구로구 고척동","334","0334","0000","벽산","84.8780","202510","16","86,000","203","7","개인","개인","2003","경인로 390","-","중개거래","서울 구로구, 서울 마포구","25.11.11"
"33772","서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","84.9544","202510","16","80,500","501동","3","개인","개인","2019","항동로 42","-","중개거래","서울 구로구","25.12.09"
"33773","서울특별시 구로구 개봉동","501","0501","0000","호반써밋개봉","59.9270","202510","16","76,000","103","19","개인","개인","2024","고척로22길 36","-","중개거래","서울 구로구","26.01.16"
"33774","서울특별시 구로구 구로동","1257","1257","0000","럭키","84.9000","202510","16","73,000","1","4","개인","개인","1992","도림로 107","-","중개거래","서울 구로구, 서울 서초구","26.02.09"
"33775","서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.0100","202510","16","88,300","102","14","개인","개인","1994","새말로9길 45","-","중개거래","서울 구로구","26.02.06"
"33776","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202510","16","75,000","110","9","개인","개인","1999","경인로 382","-","중개거래","서울 구로구","25.12.30"
"33777","서울특별시 구로구 구로동","23","0023","0000","우성(23)","109.2700","202510","16","102,000","2","12","개인","개인","1985","공원로6가길 67","-","중개거래","서울 양천구","25.10.27"
"33778","서울특별시 구로구 구로동","1260","1260","0000","이화우성","59.8200","202510","16","58,300","102","9","개인","개인","1998","도림로22길 8","-","중개거래","서울 구로구","25.12.23"
"33779","서울특별시 구로구 구로동","642-9","0642","0009","한신","45.5630","202510","16","44,500","2","12","개인","개인","1988","구일로8길 63","-","중개거래","서울 구로구","25.11.14"
"33780","서울특별시 구로구 구로동","501","0501","0000","신구로자이","84.9100","202510","16","81,500","1","16","개인","개인","2007","구로중앙로 134","-","중개거래","서울 구로구","25.12.19"
"33781","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","59.3400","202510","16","40,000","524","18","개인","개인","2004","금하로 816","-","직거래","-","25.10.17"
"33782","서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","84.7500","202510","16","170,000","104","11","개인","개인","2017","국회대로54길 10","-","중개거래","서울 영등포구","26.01.15"
"33783","서울특별시 구로구 구로동","97-8","0097","0008","코원","12.4900","202510","16","7,000","코원","2","개인","법인","2014","구로중앙로18길 59","-","직거래","-","25.10.17"
"33784","서울특별시 금천구 시흥동","5-13","0005","0013","삼익","59.9000","202510","16","42,000","111","6","개인","개인","1999","독산로50길 89","-","중개거래","서울 금천구","25.12.10"
"33785","서울특별시 강서구 방화동","906","0906","0000","마곡센트레빌","59.4269","202510","16","84,000","101","15","개인","개인","2021","양천로24길 13","-","중개거래","서울 강서구","25.12.23"
"33786","서울특별시 영등포구 당산동","121-108","0121","0108","훼미리하우스138","13.3400","202510","16","11,000","1","9","개인","개인","2013","버드나루로17길 2","-","중개거래","서울 영등포구","25.10.23"
"33787","서울특별시 강서구 마곡동","1589","1589","0000","마곡힐스테이트","59.9900","202510","16","133,500","106","15","개인","개인","2017","마곡중앙3로 74","-","중개거래","서울 강서구","26.01.08"
"33788","서울특별시 강서구 방화동","832","0832","0000","청솔","59.0400","202510","16","65,500","303","4","개인","개인","1994","방화대로47길 55","-","중개거래","서울 강서구","25.11.28"
"33789","서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.4600","202510","16","64,500","12","22","개인","개인","1991","한내로 62","-","중개거래","서울 금천구","25.11.27"
"33790","서울특별시 강서구 마곡동","1589","1589","0000","마곡힐스테이트","84.9800","202510","16","154,000","102","11","개인","개인","2017","마곡중앙3로 74","-","중개거래","경기 고양시 일산동구, 서울 강서구","25.12.30"
"33791","서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상독산더타워","59.6222","202510","16","77,700","102","15","개인","개인","2019","범안로 1212","-","중개거래","서울 구로구, 서울 금천구","26.01.16"
"33792","서울특별시 강서구 마곡동","743","0743","0000","마곡엠밸리6단지","84.8800","202510","16","168,000","611","15","개인","개인","2014","마곡서1로 100","-","중개거래","서울 강서구","26.02.06"
"33793","서울특별시 강서구 마곡동","750","0750","0000","마곡엠벨리(14단지)","84.8800","202510","16","161,500","1401","10","개인","개인","2014","마곡중앙로 33","-","중개거래","서울 강서구","26.01.02"
"33794","서울특별시 강서구 마곡동","734","0734","0000","마곡엠밸리1단지","84.9200","202510","15","135,000","101","6","개인","개인","2014","마곡서1로 131","-","직거래","-","26.02.03"
"33795","서울특별시 강서구 마곡동","734","0734","0000","마곡엠밸리1단지","84.7700","202510","15","140,000","104","6","개인","개인","2014","마곡서1로 131","-","중개거래","서울 강서구","26.04.23"
"33796","서울특별시 강서구 마곡동","1589","1589","0000","마곡힐스테이트","84.9800","202510","15","137,500","101","1","개인","개인","2017","마곡중앙3로 74","-","중개거래","서울 강서구","26.03.16"
"33797","서울특별시 강서구 마곡동","746-1","0746","0001","마곡엠밸리12단지","59.9900","202510","15","126,500","1206동","2","개인","개인","2016","공항대로 140","-","중개거래","서울 강서구","26.01.02"
"33798","서울특별시 강서구 마곡동","748","0748","0000","마곡13단지힐스테이트마스터","59.9825","202510","15","132,000","1305동","13","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","26.04.22"
"33799","서울특별시 강서구 마곡동","748","0748","0000","마곡13단지힐스테이트마스터","59.9825","202510","15","136,500","1316동","6","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구, 서울 동작구","26.01.09"
"33800","서울특별시 강서구 마곡동","744","0744","0000","마곡엠밸리9단지","84.6500","202510","15","165,000","908동","10","개인","개인","2021","공항대로 103","-","중개거래","서울 강서구","26.01.22"
"33801","서울특별시 강서구 마곡동","14-21","0014","0021","마곡동후포아파트(14-21)","77.5200","202510","15","53,500","-","4","개인","개인","2004","양천로47나길 13-8","-","중개거래","서울 강서구","25.11.19"
"33802","서울특별시 강서구 마곡동","1467","1467","0000","마곡우림필유아파트","84.5280","202510","15","90,500","101","7","개인","개인","2003","양천로28길 29","-","중개거래","서울 강서구","25.12.29"
"33803","서울특별시 강서구 내발산동","688-21","0688","0021","내츄럴아파트3차","84.9900","202510","15","69,500","101","3","개인","개인","2006","강서로47라길 22","-","중개거래","서울 강서구","26.01.14"
"33804","서울특별시 강서구 내발산동","759","0759","0000","마곡수명산파크6단지","84.5300","202510","15","104,300","606","6","개인","개인","2007","수명로2길 63","-","중개거래","서울 강서구","25.11.28"
"33805","서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.8200","202510","15","100,000","101","7","개인","개인","2007","강서로47길 108","-","직거래","-","25.10.21"
"33806","서울특별시 강서구 내발산동","742","0742","0000","마곡수명산파크1단지","84.7500","202510","15","116,500","104","9","개인","법인","2007","강서로47길 108","-","중개거래","서울 강서구","26.02.26"
"33807","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.8400","202510","15","87,000","408","15","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","25.12.05"
"33808","서울특별시 강서구 내발산동","753","0753","0000","마곡수명산파크4단지","59.8400","202510","15","89,000","406","2","개인","개인","2008","수명로1길 16","-","중개거래","서울 강서구","26.03.06"
"33809","서울특별시 강서구 내발산동","688-4","0688","0004","수명산태송팰리채","77.1400","202510","15","61,000","수명산 태송팰리채","4","개인","개인","2008","강서로47마길 15","-","중개거래","서울 강서구","26.01.20"
"33810","서울특별시 강서구 내발산동","657","0657","0000","우장산힐스테이트","59.9800","202510","15","125,000","106","10","개인","개인","2005","강서로 348","-","중개거래","서울 강서구","25.12.18"
"33811","서울특별시 강서구 공항동","1374","1374","0000","공항동부센트레빌","84.9900","202510","15","83,000","102","3","개인","개인","2009","남부순환로 11","-","중개거래","서울 강서구","26.02.09"
"33812","서울특별시 강서구 공항동","1398","1398","0000","더트루엘마곡HQ","48.3293","202510","15","64,900","101","13","개인","법인","2024","공항대로 67","-","직거래","-","26.02.03"
"33813","서울특별시 강서구 공항동","1398","1398","0000","더트루엘마곡HQ","48.3293","202510","15","64,800","-","8","개인","법인","2024","공항대로 67","-","직거래","-","-"
"33814","서울특별시 강서구 공항동","1398","1398","0000","더트루엘마곡HQ","48.3293","202510","15","64,700","-","13","개인","법인","2024","공항대로 67","-","직거래","-","-"
"33815","서울특별시 강서구 방화동","852","0852","0000","마곡중앙하이츠아파트","51.0300","202510","15","55,000","1202","14","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","25.12.12"
"33816","서울특별시 강서구 방화동","852","0852","0000","마곡중앙하이츠아파트","59.3400","202510","15","63,200","1206","7","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","25.12.26"
"33817","서울특별시 강서구 방화동","839","0839","0000","방화그린","33.6000","202510","15","34,000","213","5","개인","개인","1993","방화대로48길 40","-","중개거래","서울 강서구","25.11.24"
"33818","서울특별시 강서구 방화동","839","0839","0000","방화그린","39.7600","202510","15","45,500","214","13","개인","개인","1993","방화대로48길 40","-","중개거래","서울 강서구, 서울 마포구","26.01.30"
"33819","서울특별시 강서구 방화동","839","0839","0000","방화그린","49.7700","202510","15","50,700","217","9","개인","개인","1993","방화대로48길 40","-","중개거래","서울 강서구","26.02.13"
"33820","서울특별시 강서구 방화동","817","0817","0000","동성","84.9500","202510","15","79,000","109","6","개인","개인","1993","금낭화로23길 8","-","중개거래","서울 강서구","26.02.05"
"33821","서울특별시 강서구 방화동","832","0832","0000","청솔","49.2000","202510","15","59,000","-","8","개인","개인","1994","방화대로47길 55","20260109","중개거래","서울 강서구","-"
"33822","서울특별시 강서구 방화동","814","0814","0000","방화5","39.6000","202510","15","46,900","503","4","개인","개인","1994","금낭화로 287-19","-","중개거래","서울 강서구","25.10.16"
"33823","서울특별시 강서구 방화동","814","0814","0000","방화5","49.7700","202510","15","59,990","503","3","개인","개인","1994","금낭화로 287-19","-","중개거래","서울 강서구","26.01.08"
"33824","서울특별시 강서구 방화동","902","0902","0000","방화메이빌","51.8976","202510","15","49,000","방화메이빌","7","개인","개인","2017","금낭화로 162","-","중개거래","서울 강서구","25.10.23"
"33825","서울특별시 강서구 방화동","579","0579","0000","마곡 한진해모로","59.9200","202510","15","63,000","103","11","개인","개인","2004","양천로24가길 59","-","중개거래","서울 강서구","25.10.17"
"33826","서울특별시 구로구 신도림동","435-10","0435","0010","신도림3차푸르지오","82.8000","202510","15","98,000","1","14","개인","개인","2007","경인로 619-3","-","중개거래","서울 구로구","26.01.20"
"33827","서울특별시 구로구 신도림동","692","0692","0000","디큐브시티","128.4100","202510","15","160,000","아파트","32","개인","개인","2011","경인로 662","-","중개거래","서울 구로구","26.01.26"
"33828","서울특별시 구로구 신도림동","642","0642","0000","대림1","59.9000","202510","15","100,000","505","5","개인","개인","1999","신도림로 16","-","중개거래","서울 구로구","25.12.29"
"33829","서울특별시 구로구 신도림동","642","0642","0000","대림2","59.8200","202510","15","110,500","203","17","개인","개인","2001","신도림로 16","-","중개거래","서울 구로구","26.01.28"
"33830","서울특별시 구로구 신도림동","642","0642","0000","대림2","101.4800","202510","15","96,000","201","11","개인","개인","2001","신도림로 16","-","중개거래","서울 영등포구","25.10.29"
"33831","서울특별시 구로구 신도림동","691","0691","0000","대림3","84.5100","202510","15","115,000","601","12","개인","개인","2001","신도림로 11","-","중개거래","서울 구로구","26.03.06"
"33832","서울특별시 구로구 신도림동","644","0644","0000","동아2","112.3540","202510","15","154,000","201","20","개인","개인","2000","경인로 643","-","중개거래","서울 구로구","25.12.23"
"33833","서울특별시 구로구 신도림동","644","0644","0000","동아2","59.5950","202510","15","106,500","205","21","개인","개인","2000","경인로 643","-","중개거래","서울 구로구","25.10.27"
"33834","서울특별시 구로구 신도림동","645","0645","0000","동아3","84.9900","202510","15","137,000","309","3","개인","개인","2000","신도림로 78","-","중개거래","서울 구로구","26.02.10"
"33835","서울특별시 구로구 신도림동","645","0645","0000","동아3","84.9900","202510","15","140,000","302","22","개인","개인","2000","신도림로 78","-","중개거래","서울 구로구","26.02.13"
"33836","서울특별시 구로구 신도림동","290","0290","0000","미성","52.4500","202510","15","73,500","-","12","개인","개인","1989","신도림로11가길 36","20251029","중개거래","서울 구로구","-"
"33837","서울특별시 구로구 신도림동","290","0290","0000","미성","52.4500","202510","15","73,500","1","12","개인","개인","1989","신도림로11가길 36","-","중개거래","서울 구로구","26.04.10"
"33838","서울특별시 구로구 신도림동","649","0649","0000","대림e-편한세상7","116.3080","202510","15","153,000","802","14","개인","개인","2004","신도림로 56-13","-","중개거래","서울 구로구","26.02.10"
"33839","서울특별시 구로구 신도림동","312-17","0312","0017","우성1","73.1800","202510","15","83,000","102","1","개인","개인","1992","신도림로 110","-","중개거래","서울 구로구","26.01.28"
"33840","서울특별시 구로구 신도림동","647","0647","0000","대림e-편한세상5","84.7890","202510","15","125,000","706","17","개인","개인","2003","신도림로 32","-","중개거래","서울 구로구, 서울 서초구","26.01.14"
"33841","서울특별시 구로구 신도림동","646","0646","0000","대림e-편한세상4","84.7800","202510","15","173,000","1106","13","개인","개인","2003","경인로65길 16-15","-","중개거래","서울 구로구","26.02.12"
"33842","서울특별시 구로구 구로동","1259","1259","0000","구일우성","114.4700","202510","15","80,000","204","15","개인","개인","1998","구일로2길 60","-","중개거래","서울 구로구","25.11.12"
"33843","서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.4400","202510","15","45,900","203","1","개인","개인","1998","구일로2길 60","-","중개거래","서울 구로구","25.11.28"
"33844","서울특별시 구로구 구로동","1259","1259","0000","구일우성","59.4400","202510","15","50,000","205","7","개인","개인","1998","구일로2길 60","-","중개거래","서울 구로구","26.02.20"
"33845","서울특별시 구로구 구로동","43-4","0043","0004","다솜금호","59.9500","202510","15","56,700","-","16","개인","개인","1995","새말로16길 70","-","중개거래","서울 구로구","26.02.27"
"33846","서울특별시 구로구 구로동","108-2","0108","0002","새솔금호","59.9000","202510","15","49,200","-","22","개인","개인","1996","공원로 35","-","중개거래","서울 구로구","26.02.23"
"33847","서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","59.8800","202510","15","104,000","101","24","개인","개인","2000","새말로 93","-","중개거래","서울 구로구","25.12.30"
"33848","서울특별시 구로구 구로동","560","0560","0000","신도림현대","80.0100","202510","15","92,000","101","10","개인","개인","1994","새말로9길 45","-","중개거래","서울 구로구","26.01.09"
"33849","서울특별시 구로구 구로동","23","0023","0000","우성(23)","64.4000","202510","15","89,500","1","10","개인","개인","1985","공원로6가길 67","-","중개거래","서울 구로구","25.12.22"
"33850","서울특별시 구로구 구로동","685-222","0685","0222","주공1","83.8050","202510","15","103,000","101","12","개인","개인","1986","구일로4길 65","-","중개거래","서울 강남구, 서울 구로구","25.10.17"
"33851","서울특별시 구로구 구로동","1269","1269","0000","중앙하이츠(1269)","82.3019","202510","15","71,100","-","16","개인","개인","2001","구로동로47길 24","-","직거래","-","-"
"33852","서울특별시 구로구 구로동","642-9","0642","0009","한신","35.2770","202510","15","37,100","2","11","개인","개인","1988","구일로8길 63","-","중개거래","서울 구로구","25.12.01"
"33853","서울특별시 구로구 구로동","642-9","0642","0009","한신","59.8800","202510","15","60,000","1","4","개인","개인","1988","구일로8길 63","-","중개거래","서울 구로구","26.02.06"
"33854","서울특별시 구로구 구로동","1281","1281","0000","한일유앤아이","84.9620","202510","15","68,500","103동","11","개인","개인","2006","가마산로 87","-","중개거래","서울 구로구","25.12.10"
"33855","서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.9800","202510","15","59,995","102","1","개인","개인","1987","구일로10길 53","-","중개거래","서울 구로구","25.12.03"
"33856","서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","57.1000","202510","15","65,000","105","10","개인","개인","2006","디지털로31길 85","-","중개거래","서울 구로구","25.11.14"
"33857","서울특별시 구로구 구로동","1278","1278","0000","구로두산위브","50.1400","202510","15","64,900","104","19","개인","개인","2006","디지털로31길 85","-","중개거래","서울 구로구","26.02.12"
"33858","서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.0300","202510","15","63,500","103","15","개인","개인","2007","디지털로31길 120","-","중개거래","서울 구로구","25.11.25"
"33859","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.9100","202510","15","68,500","203","2","개인","개인","1989","구일로4길 46","-","중개거래","서울 구로구","25.10.17"
"33860","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","54.8600","202510","15","52,500","204","3","개인","개인","1989","구일로4길 46","-","중개거래","서울 구로구","26.01.08"
"33861","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.9100","202510","15","68,000","203","2","개인","개인","1989","구일로4길 46","-","중개거래","서울 구로구","26.01.20"
"33862","서울특별시 구로구 구로동","685-70","0685","0070","현대연예인","84.9100","202510","15","69,000","203","2","개인","개인","1989","구일로4길 46","-","중개거래","서울 구로구","26.03.31"
"33863","서울특별시 구로구 구로동","110-1","0110","0001","희훈타워빌","128.6800","202510","15","68,000","희훈타워빌","8","개인","개인","1998","공원로 63","-","중개거래","서울 구로구","25.11.28"
"33864","서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.9800","202510","15","62,800","305","9","개인","개인","1992","디지털로 319","-","중개거래","서울 구로구","26.01.15"
"33865","서울특별시 구로구 구로동","748-24","0748","0024","은진빌라(748-24)","48.9600","202510","15","21,000","-","1","개인","개인","1961","구로동로18길 62-12","-","중개거래","서울 구로구","25.12.09"
"33866","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","84.9400","202510","15","107,000","107","4","개인","개인","2009","중앙로 121","-","중개거래","서울 구로구","25.11.20"
"33867","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","84.9400","202510","15","104,000","-","12","개인","개인","2009","중앙로 121","-","중개거래","서울 구로구","-"
"33868","서울특별시 구로구 고척동","339","0339","0000","고척파크푸르지오","59.8900","202510","15","92,000","110","12","개인","개인","2009","중앙로 121","-","중개거래","서울 구로구","26.01.15"
"33869","서울특별시 구로구 고척동","340-1","0340","0001","고척LIG리가2차","59.9500","202510","15","78,000","-","6","개인","개인","2009","중앙로12길 17-8","20251218","중개거래","서울 구로구","-"
"33870","서울특별시 구로구 고척동","340-1","0340","0001","고척LIG리가2차","59.9500","202510","15","67,000","201","1","개인","개인","2009","중앙로12길 17-8","-","중개거래","서울 구로구","26.01.19"
"33871","서울특별시 구로구 고척동","296","0296","0000","대우","84.9800","202510","15","66,000","110","10","개인","개인","1999","고척로52길 53","-","직거래","-","25.11.04"
"33872","서울특별시 구로구 고척동","76-55","0076","0055","우성,현대아파트","58.5000","202510","15","49,000","104","2","개인","개인","1987","중앙로1길 18-19","-","중개거래","서울 구로구","26.01.09"
"33873","서울특별시 구로구 고척동","326","0326","0000","청구","59.9400","202510","15","57,900","104","20","개인","개인","1999","중앙로6길 5-15","-","중개거래","서울 구로구","26.02.23"
"33874","서울특별시 구로구 개봉동","488","0488","0000","영화아이닉스","84.9800","202510","15","63,400","101","23","개인","개인","2005","개봉로1길 188","-","중개거래","서울 구로구","26.03.20"
"33875","서울특별시 구로구 개봉동","470","0470","0000","삼환","59.4000","202510","15","53,000","105","3","개인","개인","1995","남부순환로95길 54","-","중개거래","서울 구로구","25.12.12"
"33876","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202510","15","73,000","-","19","개인","개인","1999","경인로 382","20251211","중개거래","서울 구로구","-"
"33877","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202510","15","71,500","113","19","개인","개인","1999","경인로 382","-","중개거래","서울 구로구","26.01.09"
"33878","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202510","15","73,000","125","19","개인","개인","1999","경인로 382","-","중개거래","서울 구로구","26.01.22"
"33879","서울특별시 구로구 개봉동","481","0481","0000","현대","84.9900","202510","15","72,250","105","2","개인","개인","2001","개봉로20길 6","-","중개거래","서울 구로구","25.10.17"
"33880","서울특별시 구로구 개봉동","480","0480","0000","현대홈타운","59.4900","202510","15","66,500","211","5","개인","개인","2001","개봉로20길 158","-","중개거래","서울 구로구","26.01.30"
"33881","서울특별시 구로구 오류동","338","0338","0000","동부골든","113.4300","202510","15","57,000","202","5","개인","개인","1998","고척로 49","-","중개거래","서울 구로구","25.10.15"
"33882","서울특별시 구로구 오류동","338","0338","0000","동부골든","84.9600","202510","15","58,800","-","4","개인","개인","1998","고척로 49","20251031","중개거래","서울 구로구","-"
"33883","서울특별시 구로구 오류동","338","0338","0000","동부골든","105.2100","202510","15","50,000","207","3","개인","개인","1998","고척로 49","-","중개거래","서울 구로구","26.01.06"
"33884","서울특별시 구로구 오류동","338","0338","0000","동부골든","59.9400","202510","15","46,500","209","6","개인","개인","1998","고척로 49","-","중개거래","서울 구로구","26.02.27"
"33885","서울특별시 구로구 오류동","338","0338","0000","동부골든","84.9600","202510","15","58,800","206","4","개인","개인","1998","고척로 49","-","중개거래","서울 구로구","26.01.09"
"33886","서울특별시 구로구 오류동","341","0341","0000","한신플러스타운","59.9100","202510","15","50,600","101","20","개인","개인","2002","고척로 52","-","중개거래","서울 구로구","25.12.30"
"33887","서울특별시 구로구 천왕동","281","0281","0000","천왕연지타운2단지","84.9000","202510","15","79,000","204","13","개인","개인","2014","오리로 1102-10","-","중개거래","서울 구로구","26.01.05"
"33888","서울특별시 구로구 항동","242","0242","0000","하버라인3단지","74.8300","202510","15","75,000","305동","7","개인","개인","2019","항동로 43","-","중개거래","서울 구로구","26.01.30"
"33889","서울특별시 구로구 항동","242","0242","0000","하버라인3단지","59.8600","202510","15","64,500","306동","9","개인","개인","2019","항동로 43","-","중개거래","서울 구로구","25.12.29"
"33890","서울특별시 구로구 항동","237","0237","0000","하버라인2단지","59.8600","202510","15","64,500","204동","3","개인","개인","2019","연동로 234","-","중개거래","서울 구로구","25.12.11"
"33891","서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","84.8784","202510","15","82,700","504동","4","개인","개인","2019","항동로 42","-","중개거래","서울 구로구","26.02.25"
"33892","서울특별시 금천구 가산동","148-1","0148","0001","덕산","59.9700","202510","15","41,300","101","8","개인","법인","1995","시흥대로151길 45","-","중개거래","서울 금천구","26.01.02"
"33893","서울특별시 금천구 가산동","769","0769","0000","두산","59.8400","202510","15","62,000","104","8","개인","개인","1998","가산로 99","-","중개거래","서울 금천구","25.11.28"
"33894","서울특별시 금천구 가산동","769","0769","0000","두산","84.9000","202510","15","47,000","115","21","개인","개인","1998","가산로 99","-","직거래","-","25.10.16"
"33895","서울특별시 금천구 독산동","1007-13","1007","0013","e편한세상독산더타워","76.2935","202510","15","86,500","102","16","개인","개인","2019","범안로 1212","-","중개거래","서울 금천구","26.02.02"
"33896","서울특별시 금천구 독산동","1006-132","1006","0132","삼환아파트","59.9400","202510","15","40,500","101","6","개인","개인","1998","범안로12길 15","-","중개거래","서울 금천구","25.12.17"
"33897","서울특별시 금천구 독산동","1006-132","1006","0132","삼환아파트","59.9400","202510","15","39,700","101","6","개인","개인","1998","범안로12길 15","-","중개거래","서울 금천구","25.11.10"
"33898","서울특별시 금천구 독산동","1088","1088","0000","독산주공14단지","38.6400","202510","15","33,800","1405","9","개인","개인","1990","한내로 69-54","-","중개거래","경기 광명시","26.01.20"
"33899","서울특별시 금천구 독산동","1093-4","1093","0004","한신아파트","89.4600","202510","15","60,000","6","5","개인","개인","1991","한내로 62","-","중개거래","서울 금천구","26.01.07"
"33900","서울특별시 금천구 독산동","711-2","0711","0002","금천현대","59.8200","202510","15","53,500","109","3","개인","개인","2002","벚꽃로 73","-","중개거래","서울 금천구","26.03.20"
"33901","서울특별시 금천구 독산동","1003-21","1003","0021","태영아파트","56.7800","202510","15","42,500","-","7","개인","개인","2001","범안로 1158","-","중개거래","서울 금천구","26.01.02"
"33902","서울특별시 금천구 독산동","965-1","0965","0001","예전이룸(965-1)","49.1540","202510","15","39,500","-","3","개인","개인","2003","시흥대로150길 21-58","20251220","중개거래","서울 금천구","-"
"33903","서울특별시 금천구 시흥동","806","0806","0000","시흥동월드메르디앙","59.8800","202510","15","48,500","101","11","개인","개인","2006","독산로36길 36","-","중개거래","서울 관악구","25.12.12"
"33904","서울특별시 금천구 시흥동","1002-1","1002","0001","럭키남서울아파트","49.7900","202510","15","50,000","8","2","개인","개인","1981","시흥대로47길 43","-","중개거래","서울 금천구","25.11.12"
"33905","서울특별시 금천구 시흥동","1002-1","1002","0001","럭키남서울아파트","66.4800","202510","15","67,000","5","10","개인","개인","1982","시흥대로47길 43","-","중개거래","서울 금천구","25.11.28"
"33906","서울특별시 금천구 시흥동","109-1","0109","0001","무지개","53.9200","202510","15","47,700","1","1","개인","개인","1980","시흥대로73길 11","-","중개거래","서울 금천구","25.12.15"
"33907","서울특별시 금천구 시흥동","1010","1010","0000","벽산","59.9400","202510","15","40,000","116","9","개인","개인","2000","금하로 793","-","중개거래","경기 광명시, 서울 금천구","25.11.24"
"33908","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","84.9700","202510","15","53,000","518","13","개인","개인","2004","금하로 816","-","중개거래","서울 금천구","25.10.15"
"33909","서울특별시 금천구 시흥동","1013","1013","0000","관악산벽산타운5","114.8400","202510","15","62,500","510","2","개인","개인","2004","금하로 816","-","중개거래","서울 금천구","25.12.22"
"33910","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","73.1330","202510","15","129,500","105","15","개인","개인","2002","도신로29길 28","-","중개거래","서울 영등포구","26.01.28"
"33911","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","84.8400","202510","15","143,500","108","17","개인","개인","2002","도신로29길 28","-","중개거래","서울 영등포구","26.01.30"
"33912","서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","59.9100","202510","15","162,000","106","12","개인","개인","2017","국회대로54길 10","-","중개거래","서울 영등포구","25.12.16"
"33913","서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","59.9100","202510","15","165,000","106","24","개인","개인","2017","국회대로54길 10","-","중개거래","서울 영등포구","25.12.31"
"33914","서울특별시 영등포구 영등포동7가","203","0203","0000","아크로타워스퀘어","71.9800","202510","15","183,500","102","16","개인","개인","2017","국회대로54길 10","-","중개거래","서울 영등포구","26.01.16"
"33915","서울특별시 영등포구 영등포동7가","208","0208","0000","포레나영등포센트럴","84.8025","202510","15","145,000","101동","5","개인","개인","2020","국회대로50길 20","-","중개거래","서울 영등포구","26.01.30"
"33916","서울특별시 영등포구 영등포동7가","46-1","0046","0001","경남아너스빌","59.9000","202510","15","108,500","102","12","개인","개인","1998","양산로 177","-","중개거래","서울 영등포구","25.12.15"
"33917","서울특별시 영등포구 영등포동8가","76-1","0076","0001","삼환","84.8700","202510","15","149,500","-","5","개인","개인","1999","영중로 145","20260313","중개거래","서울 영등포구","-"
