
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"33918","서울특별시 영등포구 영등포동8가","76-1","0076","0001","삼환","84.8700","202510","15","149,500","104","5","개인","개인","1999","영중로 145","-","중개거래","서울 영등포구","26.03.31"
"33919","서울특별시 영등포구 여의도동","47","0047","0000","여의도자이","125.7100","202510","15","365,000","101","37","개인","개인","2008","여의동로3길 10","-","중개거래","서울 영등포구","25.11.27"
"33920","서울특별시 영등포구 여의도동","30","0030","0000","목화","49.7500","202510","15","232,000","2","12","개인","개인","1977","여의나루로 126","-","중개거래","서울 영등포구","26.01.15"
"33921","서울특별시 영등포구 당산동1가","457","0457","0000","신동아파밀리에","59.4000","202510","15","105,000","103","8","개인","개인","2008","영신로33길 3","-","중개거래","서울 영등포구","26.01.15"
"33922","서울특별시 영등포구 당산동2가","16-1","0016","0001","당산대우","31.7300","202510","15","37,800","101","15","개인","개인","1999","영등포로 106","-","중개거래","서울 영등포구","25.11.06"
"33923","서울특별시 영등포구 당산동3가","565","0565","0000","당산계룡리슈빌3단지","49.9870","202510","15","78,000","102","4","개인","개인","2014","양산로25길 12","-","중개거래","서울 영등포구","25.11.28"
"33924","서울특별시 영등포구 당산동3가","561","0561","0000","동부센트레빌","134.8300","202510","15","155,500","101","16","개인","개인","2003","영신로 191","-","중개거래","서울 영등포구","25.12.08"
"33925","서울특별시 영등포구 당산동3가","2-6","0002","0006","당산한양","84.9300","202510","15","133,000","2","8","개인","개인","1986","영신로 193","-","중개거래","서울 영등포구","26.03.09"
"33926","서울특별시 영등포구 당산동4가","99","0099","0000","당산롯데캐슬프레스티지","84.9900","202510","15","191,500","102","5","개인","개인","2017","영신로 237","-","중개거래","서울 영등포구","25.10.23"
"33927","서울특별시 영등포구 당산동4가","99","0099","0000","당산롯데캐슬프레스티지","84.9900","202510","15","198,000","102","18","개인","개인","2017","영신로 237","-","중개거래","서울 영등포구","26.01.06"
"33928","서울특별시 영등포구 당산동4가","94-1","0094","0001","당산삼성2차","84.9300","202510","15","143,500","202","3","개인","개인","1997","당산로36길 12","-","중개거래","서울 영등포구","26.02.20"
"33929","서울특별시 영등포구 당산동5가","7-2","0007","0002","유원제일2차","84.6000","202510","15","197,000","202","8","개인","개인","1984","선유동2로 56","-","중개거래","서울 영등포구","26.02.20"
"33930","서울특별시 영등포구 당산동","121-134","0121","0134","성재I캐슬2차","80.4300","202510","15","70,000","1","9","개인","개인","2007","국회대로55길 16","-","중개거래","서울 영등포구","25.12.30"
"33931","서울특별시 영등포구 도림동","231-1","0231","0001","한라","84.3800","202510","15","82,000","101","19","개인","개인","1998","도신로15라길 5-7","-","중개거래","서울 영등포구","26.01.30"
"33932","서울특별시 영등포구 도림동","231-1","0231","0001","한라","59.8500","202510","15","69,500","-","7","개인","개인","1998","도신로15라길 5-7","-","중개거래","서울 영등포구","-"
"33933","서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","84.7380","202510","15","130,000","105","6","개인","개인","2014","도영로 66","-","중개거래","서울 영등포구","25.11.14"
"33934","서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","84.7810","202510","15","140,000","102","20","개인","개인","2014","도영로 66","-","중개거래","서울 영등포구","26.04.22"
"33935","서울특별시 영등포구 도림동","821","0821","0000","영등포아트자이","59.9990","202510","15","121,300","101","5","개인","개인","2014","도영로 66","-","중개거래","서울 영등포구","26.01.21"
"33936","서울특별시 영등포구 문래동3가","13","0013","0000","문래해태","84.8000","202510","15","88,000","101","5","개인","개인","1999","영신로25길 8","-","중개거래","서울 동작구, 서울 영등포구","25.11.28"
"33937","서울특별시 영등포구 문래동3가","54","0054","0000","문래자이","84.9800","202510","15","173,000","-","8","개인","개인","2001","당산로4길 12","-","중개거래","서울 영등포구","-"
"33938","서울특별시 영등포구 문래동4가","43","0043","0000","문래동삼환","84.9800","202510","15","87,500","102","1","개인","개인","2001","도림로143길 32","-","중개거래","서울 영등포구","26.04.30"
"33939","서울특별시 영등포구 문래동4가","68","0068","0000","리버뷰신안인스빌2단지","84.9950","202510","15","104,500","201","14","개인","개인","2008","도림로143길 27","-","중개거래","서울 영등포구","26.01.14"
"33940","서울특별시 영등포구 문래동5가","14","0014","0000","문래두산위브","79.8600","202510","15","93,000","101동","8","개인","개인","1988","선유로9나길 8","-","중개거래","서울 영등포구","26.01.30"
"33941","서울특별시 영등포구 문래동6가","38-1","0038","0001","문래베어스타운","84.7200","202510","15","98,900","102","9","개인","개인","1997","선유서로 40","-","중개거래","서울 영등포구","25.12.24"
"33942","서울특별시 영등포구 문래동6가","38-1","0038","0001","문래베어스타운","84.9000","202510","15","94,800","101","12","개인","개인","1997","선유서로 40","-","중개거래","서울 영등포구","26.03.31"
"33943","서울특별시 영등포구 문래동6가","46","0046","0000","현대1차","64.3800","202510","15","80,000","-","6","개인","개인","1986","문래로4길 14","20260220","직거래","-","-"
"33944","서울특별시 영등포구 양평동1가","271","0271","0000","영등포중흥에스클래스","84.9500","202510","15","144,000","101","12","개인","개인","2021","선유서로24길 6","-","중개거래","서울 영등포구","26.01.30"
"33945","서울특별시 영등포구 양평동2가","38-1","0038","0001","삼성래미안","84.6900","202510","15","64,000","102","13","개인","개인","1998","영등포로3길 9","-","직거래","-","25.10.17"
"33946","서울특별시 영등포구 양평동3가","90-1","0090","0001","거성파스텔","84.9900","202510","15","122,000","101","9","개인","개인","1999","선유로43가길 24","-","중개거래","서울 영등포구","26.02.09"
"33947","서울특별시 영등포구 양평동3가","101","0101","0000","양평현대6차","59.9800","202510","15","98,500","607","2","개인","개인","2000","선유로 207","-","중개거래","서울 영등포구","26.02.19"
"33948","서울특별시 영등포구 양평동3가","101","0101","0000","양평현대6차","59.9800","202510","15","105,000","607","20","개인","개인","2000","선유로 207","-","중개거래","서울 영등포구","25.12.23"
"33949","서울특별시 영등포구 양평동4가","51-1","0051","0001","경남아너스빌","59.8400","202510","15","82,000","101","3","개인","개인","2000","양평로17길 9","-","중개거래","서울 영등포구","26.02.10"
"33950","서울특별시 영등포구 양평동4가","12","0012","0000","성원","84.6600","202510","15","87,000","1","1","개인","개인","1993","양평로17길 36","-","중개거래","서울 영등포구","26.01.23"
"33951","서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","59.9400","202510","15","115,000","107","18","개인","개인","1996","양평로24길 9","-","중개거래","서울 영등포구","26.02.25"
"33952","서울특별시 영등포구 양평동5가","76","0076","0000","양평한신","59.9400","202510","15","111,500","106","8","개인","개인","1996","양평로24길 9","-","중개거래","서울 양천구","26.02.25"
"33953","서울특별시 양천구 신월동","1057-1","1057","0001","롯데캐슬(1057-1)","59.7200","202510","15","69,300","201","10","개인","개인","2010","오목로5길 20","-","중개거래","서울 양천구","26.02.03"
"33954","서울특별시 양천구 신월동","545-2","0545","0002","흥인아이젠","79.6000","202510","15","50,500","-","12","개인","개인","2011","신월로 155","-","중개거래","서울 양천구","26.02.04"
"33955","서울특별시 양천구 신월동","1055","1055","0000","신정두산위브","84.0400","202510","15","98,700","105","11","개인","개인","2012","신월로20길 7","-","중개거래","경기 안양시 동안구, 서울 양천구","26.02.06"
"33956","서울특별시 양천구 신월동","1055","1055","0000","신정두산위브","107.5700","202510","15","110,500","106","8","개인","개인","2012","신월로20길 7","-","중개거래","서울 양천구","26.01.08"
"33957","서울특별시 양천구 신월동","1063","1063","0000","롯데캐슬","59.9480","202510","15","93,000","109","10","개인","개인","2014","중앙로29길 61","-","중개거래","서울 양천구","25.11.27"
"33958","서울특별시 양천구 신월동","1063","1063","0000","롯데캐슬","84.9840","202510","15","106,000","106","7","개인","개인","2014","중앙로29길 61","-","중개거래","서울 양천구","26.03.18"
"33959","서울특별시 양천구 신월동","1075","1075","0000","목동센트럴아이파크위브1단지","84.9700","202510","15","120,500","103","14","개인","개인","2020","남부순환로83길 17","-","중개거래","서울 양천구","26.02.06"
"33960","서울특별시 양천구 신정동","334","0334","0000","쌍용","84.6300","202510","15","100,000","101","1","개인","개인","1992","신목로 9","-","중개거래","서울 양천구","26.01.15"
"33961","서울특별시 양천구 신정동","1281","1281","0000","푸른마을2","49.1600","202510","15","47,500","202","12","개인","개인","2001","신정로7길 76","-","중개거래","서울 양천구","25.12.22"
"33962","서울특별시 양천구 신정동","324-7","0324","0007","대림아크로빌","113.1000","202510","15","139,000","대림아크로빌(B동)","10","개인","개인","2003","목동서로 397","-","중개거래","서울 양천구","26.02.27"
"33963","서울특별시 양천구 신정동","1303","1303","0000","대림e-편한세상","84.9850","202510","15","92,000","102","24","개인","개인","2004","신정로13길 38","-","중개거래","서울 양천구","26.02.06"
"33964","서울특별시 양천구 신월동","207-24","0207","0024","금강","59.4000","202510","15","36,800","101","11","개인","개인","1998","남부순환로64길 23","-","중개거래","서울 양천구","25.12.17"
